Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Casal,Pontos Turisticos,Curitiba - PR,2021-11-14,2021-11-17,527.83,Superior Completo,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Parques de Entretenimento,Goiânia - GO,2021-10-31,2021-11-03,727.24,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Ribeirão Preto - SP,2021-11-16,2021-11-20,641.55,Superior Incompleto,Saúde/Bem-estar,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Campinas - SP,2021-11-16,2021-11-17,666.19,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Ribeirão Preto - SP,2021-04-29,2021-04-30,761.6,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Culturais,Ribeirão Preto - SP,2021-04-21,2021-04-22,704.33,Superior Completo,Visitar familiares,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Ribeirão Preto - SP,2021-09-08,2021-09-09,606.47,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,3 a 6 salários mínimos
Casal,Parques Aquáticos,Belo Horizonte - MG,2021-04-02,2021-04-04,494.93,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Turisticos,São Paulo - SP,2022-01-01,2022-01-03,728.89,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2021-11-02,2021-11-05,548.53,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Restaurantes,Curitiba - PR,2021-09-05,2021-09-08,709.5,Superior Incompleto,Visitar familiares,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-04-20,2021-04-21,474.43,Superior Completo,Lazer,Assalariado,Casal de fim de semana,3 a 6 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2021-12-17,2021-12-21,579.63,Superior Completo,Lazer,Aposentado,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Culturais,Goiânia - GO,2021-12-13,2021-12-15,594.35,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-09-06,2021-09-10,1637.89,Pós-graduação,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques de Entretenimento,Curitiba - PR,2021-09-06,2021-09-08,509.71,Superior Completo,Eventos,Aposentado,Casal de fim de semana,Até 3 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-04-19,2021-04-23,634.04,Superior Incompleto,Eventos,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Belo Horizonte - MG,2021-05-22,2021-05-24,342.07,Superior Incompleto,Saúde/Bem-estar,CLT,Casal de fim de semana,3 a 6 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-12-30,2021-12-31,700.0,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Casal,Hoteis,Ribeirão Preto - SP,2021-04-29,2021-04-30,670.73,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-06,2021-04-08,679.71,Superior Completo,Negócios,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Parques de Entretenimento,Ribeirão Preto - SP,2021-05-01,2021-05-02,661.34,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Centros de Evento,São José do Rio Preto - SP,2021-04-29,2021-05-01,514.14,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2021-04-30,2021-05-01,365.63,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Parques Aquáticos,São José do Rio Preto - SP,2021-03-04,2021-03-06,703.82,Superior Completo,Saúde/Bem-estar,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,São José do Rio Preto - SP,2021-04-21,2021-04-23,668.13,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-08-05,2021-08-06,545.45,Superior Completo,Lazer,Estudante,Casal de fim de semana,Até 3 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-11-13,2021-11-16,481.59,Superior Completo,Eventos,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Centros de Evento,Goiânia - GO,2021-11-14,2021-11-16,730.55,Superior Completo,Saúde/Bem-estar,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Ribeirão Preto - SP,2021-04-05,2021-04-08,478.62,Ensino Médio,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Parques de Entretenimento,Campinas - SP,2021-09-05,2021-09-08,258.94,Superior Incompleto,Negócios,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Casal,Parques de Entretenimento,São José do Rio Preto - SP,2021-11-20,2021-11-22,628.61,Superior Completo,Negócios,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-08-10,2021-08-12,785.1,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Centros de Evento,São Paulo - SP,2021-11-16,2021-11-20,715.66,Superior Incompleto,Eventos,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Belo Horizonte - MG,2021-12-31,2022-01-03,615.75,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-03,2021-04-04,583.51,Superior Completo,Lazer,Estudante,Casal de fim de semana,Até 3 salários mínimos
Casal,Centros de Evento,São José do Rio Preto - SP,2021-04-30,2021-05-02,661.17,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2021-11-02,2021-11-03,1038.95,Superior Incompleto,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Turisticos,Curitiba - PR,2021-10-08,2021-10-11,473.36,Pós-graduação,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Centros de Evento,Curitiba - PR,2021-04-22,2021-04-26,681.08,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Hoteis,Curitiba - PR,2021-09-08,2021-09-12,727.89,Pós-graduação,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Parques Aquáticos,São Paulo - SP,2021-11-16,2021-11-18,693.29,Pós-graduação,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-11-15,2021-11-18,501.22,Superior Completo,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Restaurantes,Campinas - SP,2021-11-16,2021-11-17,1308.78,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-02-21,2021-02-25,781.91,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-07-16,2021-07-17,796.77,Pós-graduação,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Turisticos,Belo Horizonte - MG,2021-04-22,2021-04-23,482.65,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Campinas - SP,2021-04-30,2021-05-01,643.02,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-29,2021-05-02,648.61,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Curitiba - PR,2021-11-01,2021-11-02,675.28,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-05-01,2021-05-05,786.51,Pós-graduação,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Pontos Culturais,Belo Horizonte - MG,2021-05-01,2021-05-02,587.43,Ensino Médio,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,São José do Rio Preto - SP,2021-04-04,2021-04-07,339.9,Superior Incompleto,Lazer,CLT,Casal de fim de semana,3 a 6 salários mínimos
Casal,Hoteis,Ribeirão Preto - SP,2021-11-16,2021-11-18,649.63,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Curitiba - PR,2021-11-03,2021-11-04,477.84,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São José do Rio Preto - SP,2021-05-01,2021-05-02,572.41,Superior Completo,Lazer,CLT,Casal de fim de semana,Até 3 salários mínimos
Grupo de amigos,Parques Aquáticos,Curitiba - PR,2021-12-30,2022-01-03,118.12,Ensino Médio,Lazer,Assalariado,Casal de fim de semana,Até 3 salários mínimos
Casal,Parques de Entretenimento,Belo Horizonte - MG,2021-09-08,2021-09-11,543.91,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Campinas - SP,2021-12-30,2022-01-02,598.8,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Campinas - SP,2021-04-06,2021-04-07,523.23,Superior Completo,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Belo Horizonte - MG,2021-01-16,2021-01-20,1558.69,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Grupo de amigos,Restaurantes,Curitiba - PR,2021-04-05,2021-04-07,655.4,Superior Completo,Lazer,CLT,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Hoteis,Ribeirão Preto - SP,2021-09-07,2021-09-08,690.38,Pós-graduação,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-09-07,2021-09-08,456.33,Ensino Médio,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Ribeirão Preto - SP,2021-01-29,2021-02-02,536.79,Superior Completo,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Goiânia - GO,2022-01-01,2022-01-04,298.63,Superior Incompleto,Lazer,Aposentado,Casal de fim de semana,3 a 6 salários mínimos
Grupo de amigos,Restaurantes,Campinas - SP,2021-01-14,2021-01-18,748.97,Ensino Médio,Visitar familiares,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Ribeirão Preto - SP,2021-12-30,2022-01-03,650.23,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-12-29,2022-01-01,692.79,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,Belo Horizonte - MG,2021-04-23,2021-04-25,241.89,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,Até 3 salários mínimos
Sozinho,Parques Aquáticos,Campinas - SP,2021-11-01,2021-11-04,606.77,Pós-graduação,Lazer,Aposentado,Casal de fim de semana,3 a 6 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-04-06,2021-04-07,716.76,Superior Completo,Negócios,Aposentado,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Belo Horizonte - MG,2021-04-04,2021-04-05,453.38,Superior Completo,Lazer,Estudante,Casal de fim de semana,Até 3 salários mínimos
Grupo de amigos,Centros de Evento,São Paulo - SP,2021-04-29,2021-04-30,120.81,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques de Entretenimento,Campinas - SP,2021-09-06,2021-09-10,697.88,Superior Completo,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Ribeirão Preto - SP,2021-04-06,2021-04-09,471.14,Superior Completo,Negócios,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Belo Horizonte - MG,2021-04-04,2021-04-08,205.27,Ensino Médio,Lazer,CLT,Casal de fim de semana,Até 3 salários mínimos
Casal,Parques Aquáticos,Curitiba - PR,2021-04-15,2021-04-16,710.49,Ensino Médio,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,Goiânia - GO,2021-09-07,2021-09-09,614.25,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Belo Horizonte - MG,2021-04-29,2021-04-30,543.06,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Pontos Turisticos,São José do Rio Preto - SP,2021-04-21,2021-04-23,571.98,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Curitiba - PR,2021-04-06,2021-04-08,199.04,Ensino Médio,Lazer,Assalariado,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Turisticos,Ribeirão Preto - SP,2021-09-10,2021-09-11,552.0,Ensino Médio,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,Belo Horizonte - MG,2021-04-04,2021-04-07,227.82,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-04-04,2021-04-08,917.91,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2021-05-01,2021-05-03,647.05,Superior Incompleto,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-04-17,2021-04-20,634.17,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2021-04-04,2021-04-07,738.16,Pós-graduação,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Turisticos,São Paulo - SP,2021-10-29,2021-10-31,288.68,Pós-graduação,Lazer,Estudante,Casal de fim de semana,3 a 6 salários mínimos
Casal,Hoteis,Curitiba - PR,2021-04-20,2021-04-23,525.06,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Curitiba - PR,2021-04-30,2021-05-02,297.28,Superior Completo,Eventos,Empresário/Profissional Liberal,Casal de fim de semana,3 a 6 salários mínimos
Casal,Pontos Culturais,Belo Horizonte - MG,2021-04-30,2021-05-01,731.88,Superior Completo,Lazer,Assalariado,Casal de fim de semana,3 a 6 salários mínimos
Família com crianças,Parques Aquáticos,São Paulo - SP,2021-11-16,2021-11-20,523.71,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Restaurantes,Campinas - SP,2021-04-05,2021-04-09,1477.31,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Pontos Turisticos,São Paulo - SP,2021-09-08,2021-09-11,761.37,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Goiânia - GO,2021-04-05,2021-04-07,779.52,Superior Completo,Lazer,Assalariado,Casal de fim de semana,Até 3 salários mínimos
Casal,Parques Aquáticos,Ribeirão Preto - SP,2021-11-14,2021-11-16,479.79,Ensino Médio,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Belo Horizonte - MG,2021-10-31,2021-11-04,793.43,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-21,2021-04-23,698.27,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Sozinho,Parques de Entretenimento,Ribeirão Preto - SP,2021-03-12,2021-03-14,567.78,Ensino Médio,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Curitiba - PR,2021-04-22,2021-04-25,476.06,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Turisticos,São Paulo - SP,2021-04-14,2021-04-17,478.92,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-22,2021-04-25,758.58,Superior Completo,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-04-05,2021-04-08,769.71,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-11-14,2021-11-18,693.04,Pós-graduação,Lazer,CLT,Casal de fim de semana,3 a 6 salários mínimos
Casal,Centros de Evento,Campinas - SP,2021-09-07,2021-09-09,232.96,Ensino Médio,Lazer,CLT,Casal de fim de semana,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,Goiânia - GO,2021-10-01,2021-10-02,246.09,Ensino Médio,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2021-04-29,2021-05-01,784.53,Pós-graduação,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Ribeirão Preto - SP,2021-05-01,2021-05-04,604.34,Pós-graduação,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-04-03,2021-04-05,688.85,Ensino Médio,Eventos,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,Ribeirão Preto - SP,2021-12-30,2022-01-01,787.28,Superior Completo,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-11-15,2021-11-19,649.35,Superior Completo,Saúde/Bem-estar,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2021-11-03,2021-11-06,665.76,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques Aquáticos,Goiânia - GO,2021-11-16,2021-11-17,218.72,Superior Incompleto,Lazer,Aposentado,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2021-11-02,2021-11-04,1382.56,Pós-graduação,Eventos,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Pontos Turisticos,Goiânia - GO,2021-09-12,2021-09-16,618.15,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Centros de Evento,Campinas - SP,2021-04-06,2021-04-08,481.32,Ensino Médio,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,São Paulo - SP,2021-09-05,2021-09-09,514.97,Superior Completo,Lazer,Assalariado,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,Goiânia - GO,2021-05-02,2021-05-03,243.24,Ensino Médio,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Pontos Turisticos,Goiânia - GO,2021-12-29,2021-12-31,678.42,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,São Paulo - SP,2021-04-04,2021-04-08,514.15,Ensino Médio,Saúde/Bem-estar,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,São José do Rio Preto - SP,2021-12-31,2022-01-02,693.19,Superior Completo,Eventos,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Restaurantes,São Paulo - SP,2022-01-01,2022-01-04,621.53,Pós-graduação,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,São José do Rio Preto - SP,2021-05-02,2021-05-04,126.36,Ensino Médio,Lazer,CLT,Casal de fim de semana,Até 3 salários mínimos
Sozinho,Parques Aquáticos,Goiânia - GO,2021-01-10,2021-01-12,478.13,Superior Completo,Lazer,Aposentado,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Restaurantes,Curitiba - PR,2021-06-19,2021-06-22,470.78,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,Goiânia - GO,2021-04-29,2021-05-01,728.54,Superior Completo,Lazer,Assalariado,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2021-09-05,2021-09-08,626.82,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Parques Aquáticos,São José do Rio Preto - SP,2021-01-08,2021-01-12,733.35,Superior Completo,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-11-03,2021-11-06,1723.36,Superior Incompleto,Saúde/Bem-estar,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Restaurantes,Goiânia - GO,2021-10-01,2021-10-03,1125.87,Pós-graduação,Lazer,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Casal,Restaurantes,São José do Rio Preto - SP,2021-12-29,2022-01-02,502.58,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-04-05,2021-04-06,630.47,Superior Completo,Lazer,Assalariado,Casal de fim de semana,3 a 6 salários mínimos
Grupo de amigos,Restaurantes,São José do Rio Preto - SP,2021-05-01,2021-05-04,790.06,Superior Completo,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-12-31,2022-01-02,289.94,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Casal,Parques Aquáticos,Curitiba - PR,2021-12-30,2022-01-01,489.0,Ensino Médio,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Hoteis,Curitiba - PR,2021-04-05,2021-04-07,139.34,Ensino Médio,Lazer,Servidor Público,Casal de fim de semana,Até 3 salários mínimos
