Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-12-18,2021-12-26,159.19,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-01,2021-07-08,218.5,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Turisticos,São Paulo - SP,2021-07-01,2021-07-09,140.99,Pós-graduação,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Parques Aquáticos,Goiânia - GO,2021-04-30,2021-05-09,151.13,Superior Incompleto,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2021-07-28,2021-08-05,110.24,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Sozinho,Restaurantes,Curitiba - PR,2021-12-05,2021-12-14,127.13,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Curitiba - PR,2021-07-05,2021-07-11,241.81,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Campinas - SP,2021-12-15,2021-12-24,624.08,Superior Completo,Eventos,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2021-07-03,2021-07-12,214.66,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-01-21,2021-01-30,202.11,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-30,2021-08-07,186.02,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-12-11,2021-12-19,196.2,Pós-graduação,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2021-01-05,2021-01-14,137.21,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2021-12-17,2021-12-26,154.27,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Mais de 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-07-12,2021-07-21,147.81,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Restaurantes,Goiânia - GO,2021-12-31,2022-01-06,161.86,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2021-01-26,2021-02-02,147.5,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Belo Horizonte - MG,2021-07-04,2021-07-10,183.13,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2021-12-21,2021-12-28,190.48,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-28,2021-08-06,120.89,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Goiânia - GO,2021-12-15,2021-12-24,100.37,Superior Incompleto,Visitar familiares,Aposentado,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-14,2021-12-23,180.48,Ensino Médio,Eventos,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-21,2021-12-27,165.62,Ensino Médio,Saúde/Bem-estar,Estudante,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,Belo Horizonte - MG,2021-01-18,2021-01-27,141.97,Ensino Médio,Lazer,Estudante,Turista econômico,Até 3 salários mínimos
Casal,Centros de Evento,São José do Rio Preto - SP,2021-12-26,2022-01-04,225.88,Ensino Médio,Negócios,Assalariado,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-03-27,2021-04-02,384.0,Superior Incompleto,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-01-14,2021-01-22,172.84,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2021-01-15,2021-01-21,696.62,Superior Completo,Lazer,Assalariado,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-16,2021-12-24,225.65,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2021-07-15,2021-07-23,230.63,Pós-graduação,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Goiânia - GO,2021-11-20,2021-11-27,108.7,Ensino Médio,Saúde/Bem-estar,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2021-07-13,2021-07-22,1259.98,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Restaurantes,São Paulo - SP,2021-12-08,2021-12-16,115.41,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,São Paulo - SP,2021-07-24,2021-07-30,675.52,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Grupo de amigos,Restaurantes,São Paulo - SP,2021-01-28,2021-02-06,423.88,Superior Incompleto,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2021-07-12,2021-07-21,213.9,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-07-22,2021-07-28,167.58,Pós-graduação,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Goiânia - GO,2021-01-11,2021-01-19,120.01,Superior Incompleto,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Curitiba - PR,2021-01-07,2021-01-15,238.18,Superior Incompleto,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Centros de Evento,Belo Horizonte - MG,2021-01-30,2021-02-05,181.04,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Ribeirão Preto - SP,2021-01-21,2021-01-30,102.53,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-01-19,2021-01-25,704.79,Pós-graduação,Visitar familiares,Estudante,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-07-04,2021-07-13,171.57,Superior Completo,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-01-21,2021-01-27,414.65,Superior Incompleto,Visitar familiares,Servidor Público,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Turisticos,Campinas - SP,2021-10-16,2021-10-25,213.62,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-07-29,2021-08-06,247.66,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2021-07-24,2021-08-01,145.01,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2021-01-25,2021-02-02,200.98,Superior Completo,Saúde/Bem-estar,Aposentado,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-01-11,2021-01-18,106.33,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-03,2021-12-10,916.54,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,Curitiba - PR,2021-07-11,2021-07-18,204.67,Superior Incompleto,Eventos,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-01-11,2021-01-17,211.8,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2021-07-07,2021-07-14,139.94,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-02-27,2021-03-05,193.15,Superior Completo,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Restaurantes,Ribeirão Preto - SP,2021-07-09,2021-07-15,241.78,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-05-01,2021-05-08,234.58,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-01-02,2021-01-11,159.12,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Restaurantes,São José do Rio Preto - SP,2021-01-15,2021-01-23,222.12,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-12-13,2021-12-20,105.48,Superior Completo,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2021-04-21,2021-04-27,146.82,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,Curitiba - PR,2021-07-07,2021-07-15,219.15,Pós-graduação,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2021-07-17,2021-07-26,149.73,Pós-graduação,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Curitiba - PR,2021-01-17,2021-01-26,239.08,Superior Incompleto,Negócios,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2021-01-23,2021-01-31,165.8,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-04,2021-07-12,192.63,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-08-20,2021-08-27,177.73,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Casal,Pontos Turisticos,Goiânia - GO,2021-01-17,2021-01-23,159.22,Pós-graduação,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-12-16,2021-12-24,168.2,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-01-28,2021-02-03,837.92,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-07-13,2021-07-22,114.66,Superior Incompleto,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Turisticos,São Paulo - SP,2021-07-09,2021-07-15,179.66,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-12-09,2021-12-17,138.47,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Turisticos,São Paulo - SP,2021-01-18,2021-01-27,243.77,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Culturais,Belo Horizonte - MG,2021-05-11,2021-05-19,223.41,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-04-12,2021-04-20,125.31,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São José do Rio Preto - SP,2021-11-21,2021-11-29,119.17,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Casal,Pontos Culturais,Curitiba - PR,2021-01-24,2021-02-02,167.49,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-06-27,2021-07-06,103.12,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-07-03,2021-07-11,123.79,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Campinas - SP,2021-12-29,2022-01-07,1419.39,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-12-09,2021-12-17,213.48,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,Ribeirão Preto - SP,2021-07-15,2021-07-24,122.35,Ensino Médio,Visitar familiares,Estudante,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-02-18,2021-02-26,1333.49,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,Ribeirão Preto - SP,2021-12-22,2021-12-30,232.47,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-07-04,2021-07-12,201.37,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-25,2021-08-02,325.18,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Turisticos,Campinas - SP,2021-10-06,2021-10-14,144.92,Superior Completo,Visitar familiares,Aposentado,Turista econômico,6 a 10 salários mínimos
Casal,Pontos Turisticos,São José do Rio Preto - SP,2021-03-18,2021-03-27,208.5,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2021-01-25,2021-02-03,167.5,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-07-20,2021-07-29,1045.05,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,Goiânia - GO,2021-04-30,2021-05-09,225.48,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Casal,Centros de Evento,São Paulo - SP,2021-12-22,2021-12-29,106.6,Superior Completo,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Goiânia - GO,2021-07-14,2021-07-20,949.37,Superior Incompleto,Saúde/Bem-estar,Assalariado,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2021-01-02,2021-01-11,707.48,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,Goiânia - GO,2021-02-15,2021-02-21,216.5,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-03-05,2021-03-12,671.74,Superior Completo,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-07-24,2021-08-02,217.76,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2021-07-06,2021-07-13,172.37,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-12-31,2022-01-09,119.14,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2021-11-19,2021-11-28,173.11,Superior Incompleto,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-01-08,2021-01-16,182.82,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Turisticos,Belo Horizonte - MG,2021-02-15,2021-02-23,266.99,Superior Completo,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-27,2022-01-02,164.12,Ensino Médio,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Casal,Pontos Culturais,Curitiba - PR,2021-11-21,2021-11-28,170.46,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Belo Horizonte - MG,2021-11-19,2021-11-28,102.24,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-11-18,2021-11-26,144.75,Pós-graduação,Eventos,Assalariado,Turista econômico,3 a 6 salários mínimos
Casal,Pontos Turisticos,Goiânia - GO,2021-12-10,2021-12-17,241.29,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Culturais,São José do Rio Preto - SP,2021-12-25,2022-01-03,168.4,Ensino Médio,Lazer,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Ribeirão Preto - SP,2021-08-18,2021-08-27,212.49,Ensino Médio,Negócios,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Curitiba - PR,2021-04-25,2021-05-03,198.8,Pós-graduação,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2021-12-21,2021-12-27,186.9,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-31,2021-08-09,218.97,Ensino Médio,Negócios,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-31,2022-01-08,117.2,Ensino Médio,Eventos,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-12-03,2021-12-11,191.91,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-07-28,2021-08-05,146.77,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Ribeirão Preto - SP,2021-01-22,2021-01-28,149.82,Pós-graduação,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Goiânia - GO,2021-01-10,2021-01-16,239.07,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Ribeirão Preto - SP,2021-12-20,2021-12-26,195.43,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2021-10-19,2021-10-25,177.59,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-07-14,2021-07-20,360.66,Pós-graduação,Visitar familiares,Assalariado,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Restaurantes,São Paulo - SP,2021-01-09,2021-01-15,185.27,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-12-19,2021-12-28,157.61,Pós-graduação,Visitar familiares,Assalariado,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-06-10,2021-06-16,124.84,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Sozinho,Restaurantes,Campinas - SP,2021-02-16,2021-02-25,527.07,Superior Completo,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2021-07-05,2021-07-13,265.31,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,3 a 6 salários mínimos
Família com crianças,Parques Aquáticos,Belo Horizonte - MG,2021-09-08,2021-09-15,160.48,Ensino Médio,Saúde/Bem-estar,CLT,Turista econômico,6 a 10 salários mínimos
Casal,Pontos Culturais,Curitiba - PR,2021-12-20,2021-12-27,171.32,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Centros de Evento,São José do Rio Preto - SP,2021-07-27,2021-08-05,173.51,Superior Incompleto,Visitar familiares,Aposentado,Turista econômico,3 a 6 salários mínimos
Casal,Pontos Turisticos,Goiânia - GO,2021-12-28,2022-01-04,225.11,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Casal,Pontos Turisticos,São Paulo - SP,2021-12-03,2021-12-10,141.33,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,Goiânia - GO,2021-07-27,2021-08-02,169.45,Ensino Médio,Eventos,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Goiânia - GO,2021-01-30,2021-02-06,235.13,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Sozinho,Centros de Evento,Goiânia - GO,2021-01-14,2021-01-23,478.0,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,Goiânia - GO,2021-07-19,2021-07-28,214.74,Ensino Médio,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Grupo de amigos,Parques Aquáticos,Campinas - SP,2021-07-11,2021-07-20,202.5,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,Curitiba - PR,2021-05-17,2021-05-25,128.5,Ensino Médio,Visitar familiares,Estudante,Turista econômico,6 a 10 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-12-25,2022-01-02,205.65,Superior Incompleto,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2021-07-11,2021-07-18,205.61,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2021-12-24,2021-12-31,110.95,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2021-01-07,2021-01-14,163.64,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2021-12-03,2021-12-12,455.55,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Casal,Pontos Culturais,Ribeirão Preto - SP,2021-07-02,2021-07-08,131.47,Ensino Médio,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Pontos Turisticos,Goiânia - GO,2021-01-20,2021-01-26,137.6,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,3 a 6 salários mínimos
Família com crianças,Centros de Evento,Goiânia - GO,2021-01-18,2021-01-26,210.02,Ensino Médio,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2021-07-02,2021-07-08,306.04,Superior Incompleto,Visitar familiares,Estudante,Turista econômico,3 a 6 salários mínimos
