Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Grupo de amigos,Conhecer pontos turísticos principais,São José do Rio Preto - SP,2021-07-14,2021-07-21,244.82,Superior Completo,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-09,2021-12-16,612.65,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-12-26,2022-01-01,630.82,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São José do Rio Preto - SP,2021-08-19,2021-08-28,145.93,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2021-08-19,2021-08-25,357.17,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-04-10,2021-04-16,512.8,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2021-12-31,2022-01-05,1208.85,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista fiel premium,Mais de 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Goiânia - GO,2021-12-31,2022-01-01,942.14,Pós-graduação,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-06-06,2021-06-10,709.03,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Ribeirão Preto - SP,2021-07-10,2021-07-14,697.43,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-21,2021-07-28,739.32,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Ribeirão Preto - SP,2021-01-09,2021-01-18,189.71,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Sozinho,"Restaurantes, parques, saídas à noite",Campinas - SP,2021-12-11,2021-12-14,717.09,Superior Completo,Eventos,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-11,2021-01-17,750.21,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-12-13,2021-12-19,181.39,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-08-13,2021-08-18,444.63,Superior Incompleto,Visitar familiares,Estudante,Turista fiel premium,3 a 6 salários mínimos
Casal,Parques aquáticos,Belo Horizonte - MG,2021-12-03,2021-12-05,700.81,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São José do Rio Preto - SP,2021-12-28,2022-01-01,726.5,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2021-01-18,2021-01-25,643.17,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Campinas - SP,2021-08-21,2021-08-28,382.74,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-12-26,2021-12-30,593.49,Superior Incompleto,Saúde/Bem-estar,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2021-10-01,2021-10-08,1552.16,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-25,2021-12-29,692.9,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-03,2021-01-10,534.29,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Campinas - SP,2021-01-15,2021-01-21,1158.99,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,Ribeirão Preto - SP,2021-08-20,2021-08-24,1589.88,Pós-graduação,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2021-04-28,2021-05-04,288.03,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-19,2021-07-27,113.52,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Campinas - SP,2021-01-30,2021-02-08,1154.17,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-12-18,2021-12-26,159.19,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Sozinho,Conhecer pontos turísticos principais,Curitiba - PR,2021-01-13,2021-01-16,527.48,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Curitiba - PR,2021-03-01,2021-03-03,1445.06,Superior Completo,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Hoteis,Campinas - SP,2021-12-20,2021-12-27,1135.69,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-10-12,2021-10-17,1938.81,Ensino Médio,Saúde/Bem-estar,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São José do Rio Preto - SP,2021-08-19,2021-08-24,296.6,Superior Completo,Visitar familiares,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-01,2021-07-08,218.5,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-01-19,2021-01-23,527.54,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Parques aquáticos,Ribeirão Preto - SP,2021-01-22,2021-01-26,768.4,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-07-10,2021-07-17,600.57,Ensino Médio,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-08-02,2021-08-03,146.88,Pós-graduação,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Campinas - SP,2021-12-29,2022-01-01,593.78,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-04-22,2021-04-24,572.54,Ensino Médio,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-01,2021-07-09,140.99,Pós-graduação,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Hoteis,Goiânia - GO,2021-04-30,2021-05-09,151.13,Superior Incompleto,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-06-05,2021-06-10,1330.45,Pós-graduação,Visitar familiares,Aposentado,Turista fiel premium,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-20,2021-01-24,145.21,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-01-18,2021-01-24,422.35,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-06-04,2021-06-07,1541.75,Pós-graduação,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-11,2021-01-16,376.64,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-11-05,2021-11-07,198.33,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-28,2021-08-05,110.24,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Goiânia - GO,2021-01-21,2021-01-25,627.47,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-01-02,2021-01-09,429.83,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Grupo de amigos,"Restaurantes, parques, saídas à noite",Ribeirão Preto - SP,2021-05-01,2021-05-05,568.43,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-11-05,2021-11-10,653.96,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Parques aquáticos,São José do Rio Preto - SP,2021-06-18,2021-06-20,224.34,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2021-06-24,2021-06-28,250.0,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,"Restaurantes, parques, saídas à noite",Curitiba - PR,2021-12-05,2021-12-14,127.13,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-01-24,2021-01-31,533.71,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-08-03,2021-08-05,410.25,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-12-31,2022-01-05,976.82,Pós-graduação,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Casal,Parques aquáticos,Goiânia - GO,2021-12-12,2021-12-17,239.62,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Ribeirão Preto - SP,2021-09-05,2021-09-06,132.35,Pós-graduação,Negócios,Aposentado,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São José do Rio Preto - SP,2021-12-15,2021-12-19,431.03,Ensino Médio,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2021-12-09,2021-12-10,154.09,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Goiânia - GO,2021-11-15,2021-11-16,706.53,Superior Completo,Visitar familiares,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-23,2021-07-30,734.02,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Parques aquáticos,Goiânia - GO,2021-01-27,2021-02-03,713.65,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2021-12-13,2021-12-19,1395.44,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-02-10,2021-02-13,145.97,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques aquáticos,Ribeirão Preto - SP,2021-07-26,2021-07-30,377.5,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Curitiba - PR,2021-12-12,2021-12-18,648.54,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-31,2021-02-04,127.91,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-04-13,2021-04-14,111.11,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,São José do Rio Preto - SP,2021-08-20,2021-08-25,435.46,Superior Completo,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Goiânia - GO,2021-08-21,2021-08-26,267.24,Pós-graduação,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-10-16,2021-10-22,415.81,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-01-11,2021-01-16,779.32,Superior Completo,Negócios,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Participar de eventos da cidade,São José do Rio Preto - SP,2021-08-19,2021-08-24,394.13,Superior Completo,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-10-31,2021-11-04,640.95,Superior Completo,Eventos,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-07-11,2021-07-16,701.43,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Curitiba - PR,2021-07-05,2021-07-11,241.81,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Campinas - SP,2021-12-15,2021-12-24,624.08,Superior Completo,Eventos,CLT,Turista econômico,Até 3 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-12-01,2021-12-08,452.86,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Ribeirão Preto - SP,2021-07-03,2021-07-12,214.66,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,Goiânia - GO,2021-01-05,2021-01-10,590.49,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Parques aquáticos,São José do Rio Preto - SP,2021-06-13,2021-06-18,665.78,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-14,2021-07-20,703.86,Ensino Médio,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-01-21,2021-01-30,202.11,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-16,2021-07-20,631.54,Pós-graduação,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,São Paulo - SP,2021-12-24,2021-12-30,517.29,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-30,2021-08-07,186.02,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,São José do Rio Preto - SP,2021-08-21,2021-08-27,292.8,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-07-21,2021-07-26,162.0,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2021-09-01,2021-09-08,401.18,Superior Incompleto,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-08-02,2021-08-04,843.61,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Casal,Conhecer pontos turísticos principais,São Paulo - SP,2021-12-11,2021-12-19,196.2,Pós-graduação,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-06,2021-01-10,726.77,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-05,2021-01-14,137.21,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Casal,Parques aquáticos,Goiânia - GO,2021-10-10,2021-10-17,591.9,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Hoteis,Curitiba - PR,2021-09-02,2021-09-04,248.33,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Belo Horizonte - MG,2021-12-17,2021-12-26,154.27,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2021-07-23,2021-07-30,352.08,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2021-10-10,2021-10-13,854.35,Ensino Médio,Visitar familiares,Estudante,Turista fiel premium,Mais de 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",São Paulo - SP,2022-01-01,2022-01-04,1258.98,Pós-graduação,Eventos,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-09-28,2021-09-30,133.4,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2021-04-07,2021-04-08,199.03,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-06-02,2021-06-09,638.92,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-08,2021-12-14,794.99,Superior Completo,Negócios,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-12,2021-07-21,147.81,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
